N_PV_hh,E_BESS_cap_kwh,annual_cost_total_eur,annual_emissions_total_kg
18,18.64,9453.62,563.58
13,5.22,7823.5,579.85
15,11.6,8708.1,571.53
13,5.36,7843.45,579.7
18,0.1,6864.95,599.55
12,1.99,7327.56,584.14
14,7.2,8130.19,577.66
15,10.36,8566.75,573.29
13,6.26,7976.17,578.79
19,19.44,9541.9,563.24
16,0.0,6889.65,594.61
16,14.09,9001.55,567.55
18,16.56,9292.67,564.57
19,18.98,9508.93,563.36
13,4.66,7740.21,580.51
13,3.84,7615.52,581.56
14,9.57,8442.43,574.83
15,10.55,8588.49,573.02
16,12.44,8834.63,569.89
14,8.62,8324.46,575.97
18,18.12,9414.32,563.72
13,1.02,7148.31,586.25
17,13.6,8988.97,568.01
13,3.33,7536.83,582.25
12,2.63,7430.85,583.24
16,13.17,8910.87,568.78
14,9.07,8381.28,575.43
13,3.09,7498.36,582.59
14,10.18,8512.96,574.11
13,5.97,7934.61,579.06
12,0.79,7124.91,586.3
19,19.69,9560.07,563.2
13,6.07,7949.09,578.97
15,10.18,8545.71,573.55
16,13.69,8963.22,568.05
17,14.41,9070.28,566.82
14,6.66,8051.1,578.26
17,16.53,9254.45,564.91
17,16.76,9273.3,564.78
14,5.54,7878.8,579.66
15,9.75,8492.66,574.21
16,0.11,6914.42,594.13
15,0.1,6937.81,591.87
14,0.0,6937.82,590.47
12,1.46,7237.18,585.04
14,8.88,8358.15,575.65
16,14.34,9025.21,567.27
15,0.0,6914.45,592.32
16,15.05,9090.79,566.61
18,17.66,9379.43,563.9
12,2.75,7449.7,583.06
18,17.32,9352.7,564.08
14,7.58,8184.78,577.21
14,6.54,8032.55,578.41
18,18.42,9437.16,563.63
14,8.12,8258.96,576.57
18,15.71,9221.68,565.39
16,15.29,9112.75,566.41
14,8.09,8254.92,576.61
17,15.38,9159.13,565.79
14,9.75,8462.92,574.62
39,0.11,6310.59,692.62
33,0.09,6470.92,661.73
13,4.5,7714.86,580.73
35,0.04,6403.78,672.11
36,0.08,6385.49,677.05
34,0.02,6426.41,667.15
37,0.04,6348.59,682.43
12,0.69,7107.88,586.58
38,0.04,6322.56,687.65
13,3.21,7517.96,582.42
13,4.36,7694.26,580.9
31,0.07,6521.97,651.98
40,0.07,6273.93,698.17
14,7.87,8224.51,576.88
16,11.46,8724.5,571.52
13,4.01,7641.15,581.33
14,9.86,8475.92,574.49
26,0.05,6649.47,629.14
12,0.19,7019.76,587.89
13,2.36,7381.57,583.7
25,0.04,6672.72,624.97
14,7.0,8101.02,577.88
13,2.96,7477.78,582.79
18,17.81,9391.16,563.84
28,0.11,6610.6,637.67
30,0.1,6556.31,647.01
28,0.0,6585.23,638.2
29,0.09,6579.91,642.36
30,0.0,6531.79,647.53
17,16.28,9234.02,565.08
23,0.11,6740.22,616.66
23,0.0,6716.04,617.17
14,6.31,7997.73,578.68
17,15.09,9133.84,566.07
14,0.09,6956.54,590.09
12,2.08,7342.72,584.01
22,0.06,6754.04,613.15
12,1.64,7269.06,584.7
16,14.47,9037.2,567.14
17,17.37,9320.57,564.5
19,0.08,6834.37,602.71
17,15.47,9166.92,565.71
18,17.17,9341.61,564.15
17,0.03,6872.73,597.04
21,0.04,6775.17,609.62
12,1.64,7269.06,584.7
18,0.08,6859.08,599.65
20,0.0,6791.89,606.35
14,9.39,8420.73,575.05
12,0.48,7073.74,587.05
16,12.16,8804.86,570.33
13,2.89,7466.49,582.9
15,12.33,8788.07,570.54
15,12.88,8843.91,569.83
14,6.8,8071.92,578.11
29,0.0,6558.93,642.79
13,0.0,6960.27,589.2
13,3.99,7638.71,581.35
13,5.62,7882.74,579.41
14,7.1,8116.32,577.77
17,17.44,9326.32,564.47
12,0.25,7030.93,587.7
12,0.11,7002.76,588.17
14,7.68,8199.31,577.09
13,6.53,8015.01,578.55
14,0.05,6949.56,590.27
13,2.22,7358.61,583.9
13,3.71,7595.14,581.74
