N_PV_hh,E_BESS_cap_kwh,annual_cost_total_eur,annual_emissions_total_kg,E_TESS_cap_kwh
38,0.05,23385.43,8914.33,0.0
3,0.0,39283.05,3274.68,38.67
10,0.06,31860.82,4471.98,0.0
7,0.09,38026.37,3606.85,40.0
5,0.16,38773.02,3395.48,40.0
6,0.01,38110.06,3589.87,34.01
17,0.07,29766.69,5493.08,0.0
5,0.0,38445.94,3470.95,35.48
5,0.11,33463.07,3895.25,0.0
27,0.1,26797.31,7088.06,0.0
14,0.05,30632.86,5039.87,0.0
6,0.0,38126.62,3557.64,36.16
5,0.05,38604.2,3398.08,40.0
4,0.0,38835.79,3354.59,37.6
7,0.0,37837.17,3640.64,37.94
4,0.09,39009.06,3313.89,40.0
11,0.08,31596.01,4608.04,0.0
22,0.06,28226.9,6280.11,0.0
6,0.0,38157.65,3528.5,38.06
30,0.13,25978.62,7578.95,0.0
33,0.01,24794.77,8082.22,0.0
23,0.08,27971.31,6439.57,0.0
6,0.06,33092.57,3988.08,0.0
15,0.08,30407.51,5187.1,0.0
30,0.05,25787.02,7583.44,0.0
15,0.05,30328.87,5188.91,0.0
14,0.1,30745.87,5037.34,0.0
9,0.07,32189.38,4338.97,0.0
4,0.16,39101.44,3312.76,40.0
34,0.06,24618.06,8245.56,0.0
35,0.0,24176.49,8415.47,0.0
38,0.13,23565.54,8910.01,0.0
40,0.12,22945.87,9246.17,0.0
24,0.07,27654.56,6601.2,0.0
29,0.02,26019.82,7420.35,0.0
25,0.07,27340.05,6763.6,0.0
31,0.06,25526.8,7747.58,0.0
3,0.0,34005.84,3776.67,0.0
4,0.3,33996.08,3820.96,0.0
5,0.0,38445.29,3471.1,35.47
4,0.24,39200.29,3311.71,40.0
4,0.01,38811.93,3382.97,35.83
27,0.03,26657.75,7091.31,0.0
8,0.02,32405.29,4213.73,0.0
6,0.0,38189.6,3498.87,40.0
28,0.07,26440.88,7253.18,0.0
23,0.05,27899.01,6441.3,0.0
10,0.13,32015.39,4468.84,0.0
22,0.13,28386.44,6276.46,0.0
7,0.06,32790.66,4093.81,0.0
3,0.18,39511.57,3250.36,40.0
13,0.06,30963.88,4892.55,0.0
20,0.08,28872.85,5960.95,0.0
36,0.1,24100.94,8576.96,0.0
4,0.01,38895.61,3315.49,40.0
7,0.01,37877.41,3609.78,40.0
28,0.06,26410.17,7253.88,0.0
18,0.1,29535.86,5646.04,0.0
21,0.1,28615.7,6118.5,0.0
5,0.01,33312.94,3897.28,0.0
26,0.08,27064.41,6925.64,0.0
19,0.11,29256.67,5801.55,0.0
39,0.13,23262.62,9077.83,0.0
8,0.0,37540.49,3730.93,40.0
34,0.13,24773.6,8241.9,0.0
7,0.0,37814.24,3659.98,36.63
4,0.26,33952.57,3821.2,0.0
13,0.13,31116.04,4889.25,0.0
7,0.0,37793.15,3680.97,35.21
11,0.05,31528.74,4609.49,0.0
25,0.01,27198.32,6766.96,0.0
7,0.03,37913.62,3608.97,40.0
34,0.05,24589.21,8246.29,0.0
16,0.02,29951.65,5342.3,0.0
13,0.06,30951.76,4892.78,0.0
20,0.05,28810.01,5962.44,0.0
21,0.05,28498.62,6121.25,0.0
4,0.05,33698.08,3823.2,0.0
4,0.16,33834.55,3821.98,0.0
16,0.06,30054.34,5339.93,0.0
24,0.13,27782.51,6598.24,0.0
2,0.0,39879.19,3241.79,38.56
13,0.0,30822.85,4895.63,0.0
19,0.01,29023.76,5806.99,0.0
29,0.08,26158.74,7417.07,0.0
7,0.11,32886.39,4092.1,0.0
9,0.1,32253.62,4337.69,0.0
17,0.03,29679.39,5495.04,0.0
18,0.04,29389.67,5649.36,0.0
32,0.08,25266.65,7912.18,0.0
24,0.05,27601.77,6602.48,0.0
31,0.05,25500.21,7748.22,0.0
10,0.02,31774.84,4473.8,0.0
19,0.06,29142.3,5804.18,0.0
16,0.08,30092.77,5339.05,0.0
40,0.01,22689.41,9252.28,0.0
16,0.13,30209.91,5336.45,0.0
19,0.06,29132.69,5804.38,0.0
36,0.06,24008.94,8579.1,0.0
38,0.02,23317.72,8915.88,0.0
32,0.05,25191.43,7914.01,0.0
21,0.06,28531.39,6120.48,0.0
35,0.13,24472.22,8408.46,0.0
29,0.12,26262.84,7414.64,0.0
9,0.01,32066.93,4341.48,0.0
