N_PV_hh,E_BESS_cap_kwh,annual_cost_total_eur,annual_emissions_total_kg,E_TESS_cap_kwh
8,0.16,169696.91,21554.42,0.0
5,0.2,174299.84,20002.24,0.0
33,0.08,131400.66,40841.34,0.0
5,0.0,172794.35,20021.82,0.0
5,0.09,200611.85,17551.28,40.0
28,0.03,138389.64,36731.69,0.0
13,0.07,161363.07,24949.86,0.0
6,0.17,172621.15,20454.12,0.0
25,0.08,143414.36,34275.87,0.0
35,0.06,128183.36,42508.53,0.0
10,0.08,165922.03,22855.82,0.0
7,0.0,196383.79,18884.38,36.13
4,0.0,201661.3,17153.04,40.0
7,0.03,196915.34,18593.05,39.98
7,0.0,196584.83,18678.06,38.91
4,0.27,176087.92,19650.01,0.0
3,0.0,203439.99,17083.6,37.29
5,0.0,199854.47,17607.9,39.46
9,0.06,167214.42,22201.96,0.0
6,0.0,197975.99,18346.48,36.12
32,0.05,132522.96,40021.62,0.0
7,0.11,197700.18,18577.28,39.99
19,0.07,152388.27,29490.7,0.0
6,0.09,171994.32,20464.37,0.0
4,0.0,174396.32,19663.0,0.0
4,0.0,201217.0,17545.29,35.2
34,0.08,129898.86,41671.69,0.0
28,0.13,139451.38,36707.02,0.0
29,0.08,137383.05,37540.34,0.0
5,0.13,173760.91,20008.79,0.0
8,0.09,195967.07,19174.65,40.0
6,0.09,199058.92,18035.49,40.0
5,0.0,199598.06,17841.74,36.48
22,0.06,147740.65,31866.08,0.0
7,0.04,170072.18,20992.71,0.0
26,0.06,141727.56,35092.04,0.0
7,0.0,196225.31,19037.9,34.02
11,0.09,164541.9,23534.43,0.0
6,0.06,198760.72,18095.62,39.29
37,0.06,125151.07,44176.95,0.0
32,0.11,133232.03,40005.01,0.0
14,0.05,159661.61,25683.98,0.0
30,0.07,135794.37,38364.71,0.0
11,0.01,163688.91,23552.41,0.0
17,0.07,155389.22,27941.69,0.0
14,0.1,160257.54,25670.79,0.0
16,0.04,156548.13,27184.0,0.0
6,0.0,198155.97,18155.21,38.65
9,0.12,167889.24,22188.6,0.0
5,0.0,199745.95,17705.83,38.23
8,0.1,169146.69,21564.63,0.0
34,0.03,129367.25,41684.14,0.0
8,0.0,195089.29,19192.79,40.0
3,0.0,203526.92,17035.4,37.84
12,0.06,162749.91,24237.92,0.0
4,0.0,201388.91,17407.15,36.86
19,0.03,151855.86,29503.15,0.0
5,0.05,173179.27,20016.4,0.0
17,0.02,154771.97,27955.89,0.0
29,0.03,136898.36,37551.76,0.0
3,0.0,203713.23,16870.56,39.74
38,0.07,123766.35,45010.25,0.0
25,0.01,142622.71,34294.4,0.0
40,0.01,120103.71,46702.33,0.0
39,0.0,121513.71,45865.69,0.0
27,0.08,140434.85,35901.53,0.0
18,0.13,154515.87,28698.81,0.0
26,0.1,142131.09,35082.57,0.0
3,0.01,203819.56,16847.94,40.0
20,0.06,150762.7,30278.6,0.0
35,0.12,128917.39,42491.33,0.0
39,0.07,122263.24,45847.86,0.0
30,0.02,135268.79,38377.15,0.0
23,0.08,146421.36,32662.61,0.0
21,0.13,149951.41,31053.69,0.0
22,0.1,148207.14,31855.21,0.0
6,0.0,198211.6,18105.5,39.29
31,0.06,134184.05,39191.69,0.0
26,0.01,141121.72,35106.24,0.0
22,0.01,147161.26,31879.59,0.0
13,0.13,162029.6,24935.52,0.0
18,0.06,153775.04,28715.79,0.0
20,0.01,150129.08,30293.33,0.0
30,0.11,136220.77,38354.71,0.0
39,0.07,122268.41,45847.7,0.0
21,0.07,149285.9,31068.91,0.0
35,0.0,127537.97,42523.81,0.0
10,0.13,166474.11,22844.68,0.0
31,0.01,133644.52,39204.44,0.0
18,0.04,153461.01,28723.02,0.0
36,0.11,127215.87,43329.2,0.0
4,0.0,201504.21,17285.69,38.38
24,0.07,144827.37,33469.47,0.0
37,0.0,124515.4,44192.05,0.0
15,0.01,157696.54,26436.81,0.0
8,0.0,194968.31,19316.81,38.3
24,0.1,145110.53,33462.95,0.0
3,0.0,176240.63,19438.52,0.0
40,0.08,120878.55,46683.89,0.0
2,0.0,206788.83,16679.71,40.0
7,0.11,170752.97,20980.31,0.0
4,0.04,174662.25,19660.2,0.0
19,0.13,153026.52,29476.2,0.0
3,0.12,204460.58,16843.25,39.99
20,0.06,150762.7,30278.6,0.0
38,0.12,124384.06,44995.69,0.0
8,0.11,196179.75,19171.17,39.99
40,0.07,120764.25,46686.53,0.0
36,0.06,126680.13,43341.81,0.0
38,0.07,123772.25,45010.09,0.0
16,0.08,156974.88,27174.28,0.0
12,0.04,162496.84,24243.32,0.0
8,0.06,168762.72,21571.92,0.0
23,0.1,146844.8,32660.42,0.01
34,0.13,130486.46,41657.95,0.0
40,0.13,121425.93,46670.99,0.0
14,0.02,159294.72,25692.25,0.0
9,0.0,166635.15,22213.65,0.0
27,0.06,140209.43,35906.77,0.0
15,0.06,158247.88,26424.25,0.0
