N_PV_hh,E_BESS_cap_kwh,annual_cost_total_eur,annual_emissions_total_kg,E_TESS_cap_kwh
16,0.13,31529.54,5435.07,0.0
15,0.0,31530.64,5290.59,0.0
15,0.13,31829.95,5283.84,0.0
14,0.13,32131.71,5135.25,0.0
6,0.18,34553.89,4091.79,0.0
6,0.0,34258.34,4096.47,0.0
13,0.13,32427.39,4989.29,0.0
7,0.0,33950.68,4201.53,0.0
12,0.0,32431.72,4852.6,0.0
7,0.0,39233.72,3834.52,32.12
11,0.0,32730.81,4712.86,0.0
8,0.14,33927.95,4313.05,0.0
10,0.14,33334.78,4570.3,0.0
10,0.0,33034.18,4576.45,0.0
11,0.14,33034.07,4706.48,0.0
9,0.14,33626.66,4438.77,0.0
7,0.14,34204.64,4196.89,0.0
5,0.0,34565.51,4005.4,0.0
4,0.0,34884.61,3933.36,0.0
2,0.0,41315.59,3365.38,38.41
3,0.22,40990.27,3367.86,40.0
16,0.07,31399.22,5437.95,0.0
13,0.04,32216.85,4993.8,0.0
11,0.08,32901.12,4709.21,0.0
19,0.09,30536.75,5900.29,0.0
27,0.08,28095.34,7184.37,0.0
4,0.21,35153.74,3931.1,0.0
33,0.05,26230.41,8174.16,0.0
8,0.0,39027.73,3841.86,39.75
5,0.0,39893.95,3600.58,34.37
5,0.0,39939.25,3563.41,36.75
36,0.05,25331.39,8673.48,0.0
25,0.09,28722.35,6858.37,0.0
5,0.19,34842.92,4001.73,0.0
7,0.06,39455.58,3716.61,40.0
6,0.07,39791.68,3607.27,40.0
5,0.11,40169.45,3509.59,40.0
5,0.0,39996.72,3512.35,40.0
7,0.0,39276.89,3788.22,35.31
3,0.08,40848.24,3368.53,40.0
6,0.0,39563.02,3708.66,33.47
10,0.05,33154.27,4573.94,0.0
29,0.08,27497.82,7511.97,0.0
3,0.0,35250.05,3888.19,0.0
4,0.13,40518.46,3428.04,40.0
19,0.0,30334.99,5904.98,0.0
13,0.13,32425.43,4989.35,0.0
14,0.04,31930.83,5139.68,0.0
6,0.0,39669.23,3609.46,40.0
39,0.04,24412.43,9175.85,0.0
4,0.05,40403.39,3429.48,40.0
5,0.15,40235.4,3508.62,40.0
30,0.08,27212.7,7676.17,0.0
39,0.09,24520.35,9173.31,0.0
25,0.02,28577.91,6861.71,0.0
20,0.08,30203.48,6058.09,0.0
26,0.08,28405.45,7021.12,0.0
35,0.01,25544.13,8508.84,0.0
5,0.07,34672.47,4003.94,0.0
4,0.0,40328.76,3438.35,39.52
4,0.11,35032.32,3931.93,0.0
30,0.04,27113.91,7678.49,0.0
14,0.09,32040.09,5137.24,0.0
4,0.0,40286.27,3475.52,37.21
7,0.0,39291.96,3772.78,36.35
33,0.12,26395.08,8170.32,0.0
36,0.1,25458.29,8670.52,0.0
7,0.07,34080.43,4199.11,0.0
38,0.07,24787.03,9006.47,0.0
28,0.08,27800.41,7347.82,0.0
28,0.03,27692.72,7350.38,0.0
35,0.08,25712.0,8504.86,0.0
29,0.03,27391.4,7514.48,0.0
20,0.04,30122.88,6059.98,0.0
7,0.0,39326.09,3738.41,38.66
18,0.1,30868.06,5743.95,0.0
31,0.0,26722.98,7845.59,0.0
8,0.12,33885.65,4313.84,0.0
31,0.08,26894.47,7841.49,0.0
12,0.08,32603.36,4848.87,0.0
38,0.03,24677.44,9009.08,0.0
34,0.08,25993.18,8338.78,0.0
6,0.08,34390.43,4094.29,0.0
23,0.1,29351.65,6534.94,0.0
11,0.0,32735.98,4712.71,0.0
32,0.05,26533.11,8008.32,0.0
34,0.01,25830.92,8342.67,0.0
22,0.09,29638.39,6374.9,0.0
10,0.11,33268.29,4571.59,0.0
40,0.09,24219.12,9341.17,0.0
22,0.02,29479.57,6378.56,0.0
5,0.13,34766.19,4002.72,0.0
12,0.06,32556.85,4849.86,0.0
6,0.0,39643.05,3631.35,38.57
21,0.06,29867.81,6217.22,0.0
17,0.06,31073.0,5591.78,0.0
21,0.11,29977.58,6214.62,0.0
15,0.09,31737.7,5285.88,0.0
3,0.0,40689.33,3417.62,37.21
24,0.04,28916.8,6698.98,0.0
6,0.0,39590.84,3681.01,35.31
4,0.0,40300.64,3464.08,37.91
17,0.01,30944.74,5594.69,0.0
37,0.06,25053.51,8839.99,0.0
37,0.09,25121.42,8838.39,0.0
37,0.01,24934.62,8842.74,0.0
21,0.04,29820.98,6218.26,0.0
7,0.0,39344.27,3719.6,39.95
5,0.0,39971.88,3534.14,38.63
18,0.05,30751.12,5746.65,0.0
3,0.22,40990.1,3367.87,40.0
24,0.06,28969.13,6697.81,0.0
8,0.0,39015.54,3856.14,38.74
11,0.14,33027.76,4706.66,0.0
17,0.06,31073.0,5591.78,0.0
6,0.07,34378.42,4094.5,0.0
7,0.03,34005.69,4200.47,0.0
38,0.11,24859.22,9004.78,0.0
4,0.22,40626.7,3426.97,40.0
15,0.04,31616.78,5288.59,0.0
8,0.05,33752.13,4316.34,0.0
16,0.13,31525.62,5435.13,0.0
32,0.12,26701.27,8004.4,0.0
3,0.0,40750.72,3369.28,40.0
12,0.01,32444.25,4852.33,0.0
7,0.13,34191.66,4197.1,0.0
23,0.05,29247.44,6537.33,0.0
2,0.0,41318.32,3363.41,38.52
27,0.13,28204.5,7181.88,0.0
15,0.06,31657.95,5287.7,0.0
29,0.13,27615.31,7509.27,0.0
10,0.0,33042.53,4576.25,0.0
28,0.11,27873.41,7346.11,0.0
32,0.07,26591.38,8006.94,0.0
4,0.15,35086.99,3931.52,0.0
40,0.03,24081.88,9344.41,0.0
34,0.08,26006.6,8338.5,0.0
33,0.0,26122.24,8176.75,0.0
