N_PV_hh,E_BESS_cap_kwh,annual_cost_total_eur,annual_emissions_total_kg,E_TESS_cap_kwh
11,0.13,168233.63,17829.33,0.0
8,5.68,234924.93,14691.98,39.98
28,0.11,142782.38,21995.52,0.0
7,4.5,228705.25,14748.89,40.0
9,0.0,197404.65,15233.32,39.88
7,1.86,213884.45,14866.97,40.0
29,0.03,140432.8,22304.26,0.0
8,4.4,228780.16,14737.13,39.98
7,0.06,173385.5,17416.34,0.0
8,0.07,172031.04,17466.01,0.0
12,0.12,194212.16,15691.08,39.86
7,0.94,180340.93,17313.59,0.0
16,0.1,160621.91,18821.64,0.0
12,0.02,165642.9,18020.62,0.0
8,6.65,238661.71,14677.23,40.0
9,8.81,247169.23,14633.34,39.97
39,0.1,126260.22,25280.94,0.0
9,0.04,197858.34,15217.45,39.98
9,9.02,247840.19,14627.34,40.0
9,9.57,249558.16,14618.57,40.0
9,0.0,169854.99,17577.46,0.0
12,0.0,192849.8,15714.35,39.96
7,3.47,223298.25,14785.07,39.99
11,0.12,195642.32,15504.45,39.98
23,0.12,150419.47,20589.42,0.0
11,0.13,168281.85,17828.35,0.0
8,4.65,230152.38,14726.03,39.98
7,0.11,201465.23,15037.15,39.94
7,1.28,182841.29,17286.09,0.0
19,0.07,183122.3,17284.14,39.99
7,0.35,175963.96,17373.93,0.0
27,0.03,143402.2,21729.37,0.0
13,0.01,163993.72,18208.77,0.0
37,0.13,129555.77,24662.11,0.0
7,4.11,226710.33,14763.3,39.97
18,0.0,183711.58,17231.31,37.05
39,0.02,125282.54,25304.08,0.0
12,0.12,166744.38,17997.1,0.0
9,7.13,241416.36,14668.91,40.0
9,0.0,197330.07,15317.43,38.68
7,1.14,181725.61,17297.78,0.0
7,0.84,207155.52,14963.4,39.76
7,0.84,207199.3,14946.02,39.99
7,0.44,204246.77,14988.14,39.98
17,0.0,185279.71,16870.08,38.94
16,0.01,159605.6,18844.71,0.0
29,0.12,141444.95,22280.74,0.0
7,0.66,205860.34,14964.04,40.0
7,1.43,211151.94,14897.96,39.98
30,0.05,139162.11,22590.43,0.0
27,0.11,144235.74,21709.97,0.0
7,2.35,216841.61,14850.05,39.83
18,0.0,183749.76,17162.42,38.19
7,2.01,214797.12,14858.95,39.98
8,0.14,172706.39,17453.47,0.0
7,0.25,202727.45,15010.68,40.0
7,1.06,181168.56,17303.92,0.0
9,0.0,169854.52,17577.49,0.0
9,0.13,171182.03,17551.11,0.0
8,5.21,232892.52,14704.16,39.98
