timestamp,hour,electricity_demand_kwh,total_electricity_consumption_kwh,thermal_demand_kwh,grid_supply_kwh,cost_grid_eur,cost_grid_subscription_eur,total_cost_hour_eur,emissions_grid_kg,total_emissions_hour_kg,gas_boiler_heat_kwh,cost_gas_boiler_eur,emissions_gas_boiler_kg
07.08,07:00,2.1119,2.1119,13.1811,2.1119,0.4069,0.2693,2.414,0.0422,0.3096,13.1811,1.7379,0.2674
07.08,08:00,2.2032,2.2032,12.2841,2.2032,0.4245,0.2693,2.3134,0.0441,0.2932,12.2841,1.6196,0.2492
07.08,09:00,2.3641,2.3641,11.631,2.3641,0.4555,0.2693,2.2583,0.0473,0.2832,11.631,1.5335,0.2359
07.08,10:00,2.468,2.468,11.3682,2.468,0.4755,0.2693,2.2436,0.0494,0.28,11.3682,1.4988,0.2306
07.08,11:00,2.7465,2.7465,10.9714,2.7465,0.5291,0.2693,2.245,0.0549,0.2775,10.9714,1.4465,0.2225
07.08,12:00,2.6215,2.6215,11.0759,2.6215,0.5051,0.2693,2.2347,0.0524,0.2771,11.0759,1.4603,0.2247
07.08,13:00,2.2405,2.2405,11.3477,2.2405,0.4317,0.2693,2.1971,0.0448,0.275,11.3477,1.4961,0.2302
07.08,14:00,2.1871,2.1871,11.8738,2.1871,0.4214,0.2693,2.2562,0.0437,0.2846,11.8738,1.5655,0.2408
07.08,15:00,2.6184,2.6184,12.6832,2.6184,0.5045,0.2693,2.446,0.0524,0.3096,12.6832,1.6722,0.2573
07.08,16:00,2.1831,2.1831,13.1265,2.1831,0.4206,0.2693,2.4206,0.0437,0.3099,13.1265,1.7307,0.2663
07.08,17:00,2.9221,2.9221,13.4784,2.9221,0.563,0.2693,2.6093,0.0584,0.3318,13.4784,1.7771,0.2734
07.08,18:00,3.4501,3.4501,13.104,3.4501,0.6647,0.2693,2.6617,0.069,0.3348,13.104,1.7277,0.2658
07.08,19:00,3.1233,3.1233,11.5761,3.1233,0.6017,0.2693,2.3973,0.0625,0.2973,11.5761,1.5263,0.2348
07.08,20:00,3.0986,3.0986,8.2422,3.0986,0.597,0.2693,1.953,0.062,0.2292,8.2422,1.0867,0.1672
07.08,21:00,2.6193,2.6193,5.7813,2.6193,0.5046,0.2693,1.5362,0.0524,0.1697,5.7813,0.7622,0.1173
07.08,22:00,2.2069,2.2069,5.8138,2.2069,0.4252,0.2693,1.461,0.0441,0.1621,5.8138,0.7665,0.1179
07.08,23:00,1.7855,1.7855,6.233,1.7855,0.344,0.2693,1.4351,0.0357,0.1621,6.233,0.8218,0.1264
08.08,00:00,1.7006,1.7006,6.4576,1.7006,0.3276,0.2693,1.4483,0.034,0.165,6.4576,0.8514,0.131
08.08,01:00,1.8095,1.8095,7.2264,1.8095,0.3486,0.2693,1.5707,0.0362,0.1828,7.2264,0.9528,0.1466
08.08,02:00,1.8825,1.8825,9.6041,1.8825,0.3627,0.2693,1.8982,0.0376,0.2325,9.6041,1.2663,0.1948
08.08,03:00,1.9145,1.9145,14.6533,1.9145,0.3688,0.2693,2.5701,0.0383,0.3355,14.6533,1.932,0.2972
08.08,04:00,1.9011,1.9011,18.3251,1.9011,0.3663,0.2693,3.0516,0.038,0.4097,18.3251,2.4161,0.3717
08.08,05:00,1.9139,1.9139,17.4649,1.9139,0.3687,0.2693,2.9407,0.0383,0.3925,17.4649,2.3027,0.3543
08.08,06:00,2.3878,2.3878,15.5816,2.3878,0.46,0.2693,2.7837,0.0478,0.3638,15.5816,2.0544,0.3161
08.08,07:00,2.4094,2.4094,14.5306,2.4094,0.4642,0.2693,2.6493,0.0482,0.3429,14.5306,1.9158,0.2947
08.08,08:00,2.5324,2.5324,13.5945,2.5324,0.4879,0.2693,2.5496,0.0506,0.3264,13.5945,1.7924,0.2758
08.08,09:00,2.8239,2.8239,12.9225,2.8239,0.544,0.2693,2.5171,0.0565,0.3186,12.9225,1.7038,0.2621
08.08,10:00,3.1883,3.1883,12.6557,3.1883,0.6143,0.2693,2.5522,0.0638,0.3205,12.6557,1.6686,0.2567
08.08,11:00,2.6199,2.6199,12.2756,2.6199,0.5047,0.2693,2.3925,0.0524,0.3014,12.2756,1.6185,0.249
08.08,12:00,2.4297,2.4297,12.4289,2.4297,0.4681,0.2693,2.3761,0.0486,0.3007,12.4289,1.6387,0.2521
08.08,13:00,2.1624,2.1624,12.749,2.1624,0.4166,0.2693,2.3668,0.0432,0.3018,12.749,1.6809,0.2586
08.08,14:00,1.985,1.985,13.3351,1.985,0.3824,0.2693,2.4099,0.0397,0.3102,13.3351,1.7582,0.2705
08.08,15:00,2.2116,2.2116,14.1984,2.2116,0.4261,0.2693,2.5674,0.0442,0.3322,14.1984,1.872,0.288
08.08,16:00,2.4161,2.4161,14.6212,2.4161,0.4655,0.2693,2.6625,0.0483,0.3449,14.6212,1.9277,0.2966
08.08,17:00,3.1783,3.1783,14.9181,3.1783,0.6123,0.2693,2.8485,0.0636,0.3662,14.9181,1.9669,0.3026
08.08,18:00,3.1106,3.1106,14.4717,3.1106,0.5993,0.2693,2.7766,0.0622,0.3558,14.4717,1.908,0.2935
08.08,19:00,2.8127,2.8127,12.78,2.8127,0.5419,0.2693,2.4962,0.0563,0.3155,12.78,1.685,0.2592
08.08,20:00,2.7444,2.7444,9.1221,2.7444,0.5287,0.2693,2.0007,0.0549,0.2399,9.1221,1.2027,0.185
08.08,21:00,2.2217,2.2217,6.5656,2.2217,0.428,0.2693,1.563,0.0444,0.1776,6.5656,0.8656,0.1332
08.08,22:00,2.3281,2.3281,6.0457,2.3281,0.4485,0.2693,1.5149,0.0466,0.1692,6.0457,0.7971,0.1226
08.08,23:00,2.0613,2.0613,6.425,2.0613,0.3971,0.2693,1.5135,0.0412,0.1716,6.425,0.8471,0.1303
09.08,00:00,1.7868,1.7868,6.643,1.7868,0.3443,0.2693,1.4894,0.0357,0.1705,6.643,0.8759,0.1347
09.08,01:00,1.6832,1.6832,7.4021,1.6832,0.3243,0.2693,1.5695,0.0337,0.1838,7.4021,0.9759,0.1501
09.08,02:00,1.5481,1.5481,9.738,1.5481,0.2983,0.2693,1.8515,0.031,0.2285,9.738,1.2839,0.1975
09.08,03:00,1.6045,1.6045,14.7741,1.6045,0.3091,0.2693,2.5263,0.0321,0.3318,14.7741,1.9479,0.2997
09.08,04:00,1.6749,1.6749,18.4711,1.6749,0.3227,0.2693,3.0273,0.0335,0.4082,18.4711,2.4353,0.3747
09.08,05:00,1.6471,1.6471,17.6682,1.6471,0.3173,0.2693,2.9161,0.0329,0.3913,17.6682,2.3295,0.3584
09.08,06:00,1.9847,1.9847,15.8719,1.9847,0.3824,0.2693,2.7443,0.0397,0.3616,15.8719,2.0926,0.3219
09.08,07:00,2.1478,2.1478,14.8124,2.1478,0.4138,0.2693,2.636,0.043,0.3434,14.8124,1.953,0.3005
09.08,08:00,2.256,2.256,13.8225,2.256,0.4346,0.2693,2.5264,0.0451,0.3255,13.8225,1.8224,0.2804
09.08,09:00,2.2919,2.2919,13.1455,2.2919,0.4415,0.2693,2.444,0.0458,0.3125,13.1455,1.7332,0.2666
09.08,10:00,2.8402,2.8402,12.8923,2.8402,0.5472,0.2693,2.5163,0.0568,0.3183,12.8923,1.6998,0.2615
09.08,11:00,2.5269,2.5269,12.5791,2.5269,0.4868,0.2693,2.4146,0.0505,0.3057,12.5791,1.6585,0.2552
09.08,12:00,2.3592,2.3592,12.6976,2.3592,0.4545,0.2693,2.3979,0.0472,0.3047,12.6976,1.6741,0.2576
09.08,13:00,2.0078,2.0078,13.0289,2.0078,0.3868,0.2693,2.3739,0.0402,0.3044,13.0289,1.7178,0.2643
09.08,14:00,2.0148,2.0148,13.6239,2.0148,0.3882,0.2693,2.4537,0.0403,0.3166,13.6239,1.7963,0.2763
09.08,15:00,2.2365,2.2365,14.5341,2.2365,0.4309,0.2693,2.6164,0.0447,0.3395,14.5341,1.9163,0.2948
09.08,16:00,2.298,2.298,14.9545,2.298,0.4427,0.2693,2.6837,0.046,0.3493,14.9545,1.9717,0.3033
09.08,17:00,3.3763,3.3763,15.2653,3.3763,0.6505,0.2693,2.9324,0.0675,0.3772,15.2653,2.0127,0.3096
09.08,18:00,3.0966,3.0966,14.7702,3.0966,0.5966,0.2693,2.8133,0.0619,0.3615,14.7702,1.9474,0.2996
09.08,19:00,3.196,3.196,13.0738,3.196,0.6158,0.2693,2.6088,0.0639,0.3291,13.0738,1.7237,0.2652
09.08,20:00,3.4092,3.4092,9.3037,3.4092,0.6568,0.2693,2.1528,0.0682,0.2569,9.3037,1.2266,0.1887
09.08,21:00,2.6408,2.6408,6.7479,2.6408,0.5088,0.2693,1.6677,0.0528,0.1897,6.7479,0.8897,0.1369
09.08,22:00,2.1789,2.1789,5.6078,2.1789,0.4198,0.2693,1.4285,0.0436,0.1573,5.6078,0.7394,0.1137
09.08,23:00,2.2135,2.2135,5.892,2.2135,0.4265,0.2693,1.4726,0.0443,0.1638,5.892,0.7768,0.1195
10.08,00:00,2.0163,2.0163,5.94,2.0163,0.3885,0.2693,1.4409,0.0403,0.1608,5.94,0.7832,0.1205
10.08,01:00,2.0202,2.0202,6.7812,2.0202,0.3892,0.2693,1.5526,0.0404,0.178,6.7812,0.8941,0.1375
10.08,02:00,1.6977,1.6977,8.9835,1.6977,0.3271,0.2693,1.7808,0.034,0.2162,8.9835,1.1844,0.1822
10.08,03:00,1.5394,1.5394,13.449,1.5394,0.2966,0.2693,2.3391,0.0308,0.3036,13.449,1.7732,0.2728
10.08,04:00,1.5013,1.5013,17.1823,1.5013,0.2892,0.2693,2.8239,0.03,0.3786,17.1823,2.2654,0.3485
10.08,05:00,1.8127,1.8127,16.4879,1.8127,0.3492,0.2693,2.7924,0.0363,0.3707,16.4879,2.1739,0.3344
10.08,06:00,1.7646,1.7646,14.6695,1.7646,0.34,0.2693,2.5434,0.0353,0.3328,14.6695,1.9341,0.2976
10.08,07:00,2.1852,2.1852,13.5976,2.1852,0.421,0.2693,2.4831,0.0437,0.3195,13.5976,1.7928,0.2758
10.08,08:00,2.2358,2.2358,12.8605,2.2358,0.4308,0.2693,2.3957,0.0447,0.3056,12.8605,1.6956,0.2609
10.08,09:00,2.6855,2.6855,12.0007,2.6855,0.5174,0.2693,2.3689,0.0537,0.2971,12.0007,1.5822,0.2434
10.08,10:00,2.7835,2.7835,11.7843,2.7835,0.5363,0.2693,2.3593,0.0557,0.2947,11.7843,1.5537,0.239
10.08,11:00,2.5279,2.5279,11.4487,2.5279,0.487,0.2693,2.2658,0.0506,0.2828,11.4487,1.5095,0.2322
10.08,12:00,2.33,2.33,11.921,2.33,0.4489,0.2693,2.2899,0.0466,0.2884,11.921,1.5717,0.2418
10.08,13:00,2.0291,2.0291,12.1653,2.0291,0.3909,0.2693,2.2642,0.0406,0.2873,12.1653,1.6039,0.2468
10.08,14:00,2.0872,2.0872,12.6948,2.0872,0.4021,0.2693,2.3452,0.0417,0.2992,12.6948,1.6738,0.2575
10.08,15:00,2.3818,2.3818,13.3444,2.3818,0.4589,0.2693,2.4876,0.0476,0.3183,13.3444,1.7594,0.2707
10.08,16:00,2.5437,2.5437,13.7726,2.5437,0.4901,0.2693,2.5752,0.0509,0.3302,13.7726,1.8159,0.2794
10.08,17:00,3.0689,3.0689,14.0025,3.0689,0.5912,0.2693,2.7067,0.0614,0.3454,14.0025,1.8462,0.284
10.08,18:00,3.021,3.021,13.5457,3.021,0.582,0.2693,2.6373,0.0604,0.3352,13.5457,1.7859,0.2748
10.08,19:00,2.8915,2.8915,12.0747,2.8915,0.5571,0.2693,2.4184,0.0578,0.3028,12.0747,1.592,0.2449
10.08,20:00,3.2512,3.2512,8.5627,3.2512,0.6264,0.2693,2.0246,0.065,0.2387,8.5627,1.129,0.1737
10.08,21:00,2.4938,2.4938,6.1115,2.4938,0.4805,0.2693,1.5555,0.0499,0.1738,6.1115,0.8058,0.124
10.08,22:00,2.0247,2.0247,4.9184,2.0247,0.3901,0.2693,1.3078,0.0405,0.1403,4.9184,0.6485,0.0998
10.08,23:00,1.8255,1.8255,5.3438,1.8255,0.3517,0.2693,1.3255,0.0365,0.1449,5.3438,0.7046,0.1084
11.08,00:00,1.5707,1.5707,5.6163,1.5707,0.3026,0.2693,1.3124,0.0314,0.1453,5.6163,0.7405,0.1139
11.08,01:00,1.8336,1.8336,6.6031,1.8336,0.3533,0.2693,1.4932,0.0367,0.1706,6.6031,0.8706,0.1339
11.08,02:00,1.9084,1.9084,8.8596,1.9084,0.3677,0.2693,1.8051,0.0382,0.2179,8.8596,1.1681,0.1797
11.08,03:00,1.8065,1.8065,13.1613,1.8065,0.348,0.2693,2.3526,0.0361,0.3031,13.1613,1.7353,0.267
11.08,04:00,1.8927,1.8927,15.8092,1.8927,0.3646,0.2693,2.7183,0.0379,0.3585,15.8092,2.0844,0.3207
11.08,05:00,2.0671,2.0671,15.3861,2.0671,0.3982,0.2693,2.6961,0.0413,0.3534,15.3861,2.0286,0.3121
11.08,06:00,2.0774,2.0774,13.4865,2.0774,0.4002,0.2693,2.4477,0.0415,0.3151,13.4865,1.7781,0.2736
11.08,07:00,2.3252,2.3252,12.4668,2.3252,0.448,0.2693,2.361,0.0465,0.2994,12.4668,1.6437,0.2529
11.08,08:00,2.4387,2.4387,11.6337,2.4387,0.4698,0.2693,2.273,0.0488,0.2848,11.6337,1.5339,0.236
11.08,09:00,2.3445,2.3445,10.9516,2.3445,0.4517,0.2693,2.1649,0.0469,0.269,10.9516,1.4439,0.2221
11.08,10:00,2.9493,2.9493,10.7542,2.9493,0.5682,0.2693,2.2554,0.059,0.2771,10.7542,1.4179,0.2181
11.08,11:00,2.4573,2.4573,10.465,2.4573,0.4734,0.2693,2.1225,0.0491,0.2614,10.465,1.3798,0.2123
11.08,12:00,2.9077,2.9077,10.5963,2.9077,0.5602,0.2693,2.2266,0.0582,0.2731,10.5963,1.3971,0.2149
11.08,13:00,2.2801,2.2801,10.8816,2.2801,0.4393,0.2693,2.1433,0.0456,0.2663,10.8816,1.4347,0.2207
11.08,14:00,2.3392,2.3392,11.4406,2.3392,0.4507,0.2693,2.2284,0.0468,0.2788,11.4406,1.5084,0.2321
11.08,15:00,2.7063,2.7063,12.2241,2.7063,0.5214,0.2693,2.4024,0.0541,0.3021,12.2241,1.6117,0.248
11.08,16:00,2.7711,2.7711,12.7235,2.7711,0.5339,0.2693,2.4807,0.0554,0.3135,12.7235,1.6775,0.2581
11.08,17:00,2.9467,2.9467,13.063,2.9467,0.5677,0.2693,2.5593,0.0589,0.3239,13.063,1.7223,0.265
11.08,18:00,3.2682,3.2682,12.6716,3.2682,0.6296,0.2693,2.5696,0.0654,0.3224,12.6716,1.6707,0.257
11.08,19:00,2.496,2.496,11.338,2.496,0.4809,0.2693,2.245,0.0499,0.2799,11.338,1.4949,0.23
11.08,20:00,2.5731,2.5731,8.0029,2.5731,0.4957,0.2693,1.8202,0.0515,0.2138,8.0029,1.0552,0.1623
11.08,21:00,2.2986,2.2986,5.6283,2.2986,0.4428,0.2693,1.4542,0.046,0.1601,5.6283,0.7421,0.1142
11.08,22:00,2.3678,2.3678,4.5359,2.3678,0.4562,0.2693,1.3235,0.0474,0.1394,4.5359,0.598,0.092
11.08,23:00,1.891,1.891,4.9238,1.891,0.3643,0.2693,1.2828,0.0378,0.1377,4.9238,0.6492,0.0999
12.08,00:00,1.4686,1.4686,5.1216,1.4686,0.2829,0.2693,1.2275,0.0294,0.1333,5.1216,0.6753,0.1039
12.08,01:00,1.5611,1.5611,5.7905,1.5611,0.3008,0.2693,1.3335,0.0312,0.1487,5.7905,0.7635,0.1175
12.08,02:00,1.5051,1.5051,7.9429,1.5051,0.29,0.2693,1.6065,0.0301,0.1912,7.9429,1.0472,0.1611
12.08,03:00,1.4992,1.4992,12.5659,1.4992,0.2888,0.2693,2.2149,0.03,0.2849,12.5659,1.6568,0.2549
12.08,04:00,1.4668,1.4668,15.5684,1.4668,0.2826,0.2693,2.6045,0.0293,0.3451,15.5684,2.0526,0.3158
12.08,05:00,1.6355,1.6355,15.0102,1.6355,0.3151,0.2693,2.5634,0.0327,0.3372,15.0102,1.979,0.3045
12.08,06:00,2.0351,2.0351,13.0603,2.0351,0.3921,0.2693,2.3833,0.0407,0.3056,13.0603,1.7219,0.2649
12.08,07:00,2.4101,2.4101,12.1145,2.4101,0.4643,0.2693,2.3309,0.0482,0.2939,12.1145,1.5973,0.2457
12.08,08:00,2.4772,2.4772,11.2536,2.4772,0.4773,0.2693,2.2303,0.0495,0.2778,11.2536,1.4837,0.2283
12.08,09:00,2.6919,2.6919,10.6234,2.6919,0.5186,0.2693,2.1886,0.0538,0.2693,10.6234,1.4006,0.2155
12.08,10:00,3.2774,3.2774,10.3679,3.2774,0.6314,0.2693,2.2677,0.0655,0.2759,10.3679,1.367,0.2103
12.08,11:00,3.1205,3.1205,9.9742,3.1205,0.6012,0.2693,2.1855,0.0624,0.2647,9.9742,1.3151,0.2023
12.08,12:00,3.1275,3.1275,10.0771,3.1275,0.6025,0.2693,2.2005,0.0626,0.267,10.0771,1.3286,0.2044
12.08,13:00,2.5871,2.5871,10.3276,2.5871,0.4984,0.2693,2.1294,0.0517,0.2612,10.3276,1.3617,0.2095
12.08,14:00,2.4115,2.4115,10.8254,2.4115,0.4646,0.2693,2.1612,0.0482,0.2678,10.8254,1.4273,0.2196
12.08,15:00,2.4099,2.4099,11.5799,2.4099,0.4643,0.2693,2.2604,0.0482,0.2831,11.5799,1.5268,0.2349
12.08,16:00,2.7432,2.7432,12.029,2.7432,0.5285,0.2693,2.3838,0.0549,0.2989,12.029,1.586,0.244
12.08,17:00,2.8946,2.8946,12.4335,2.8946,0.5577,0.2693,2.4663,0.0579,0.3101,12.4335,1.6393,0.2522
12.08,18:00,3.2885,3.2885,12.142,3.2885,0.6336,0.2693,2.5037,0.0658,0.3121,12.142,1.6009,0.2463
12.08,19:00,2.7256,2.7256,10.7329,2.7256,0.5251,0.2693,2.2095,0.0545,0.2722,10.7329,1.4151,0.2177
12.08,20:00,3.0593,3.0593,7.6441,3.0593,0.5894,0.2693,1.8665,0.0612,0.2162,7.6441,1.0078,0.1551
12.08,21:00,2.5891,2.5891,5.2513,2.5891,0.4988,0.2693,1.4605,0.0518,0.1583,5.2513,0.6924,0.1065
12.08,22:00,2.3484,2.3484,4.335,2.3484,0.4524,0.2693,1.2933,0.047,0.1349,4.335,0.5715,0.0879
12.08,23:00,2.0692,2.0692,4.7093,2.0692,0.3986,0.2693,1.2888,0.0414,0.1369,4.7093,0.6209,0.0955
13.08,00:00,1.8333,1.8333,4.9052,1.8333,0.3532,0.2693,1.2692,0.0367,0.1362,4.9052,0.6467,0.0995
13.08,01:00,1.8621,1.8621,5.5513,1.8621,0.3588,0.2693,1.36,0.0372,0.1498,5.5513,0.7319,0.1126
13.08,02:00,1.506,1.506,7.6871,1.506,0.2902,0.2693,1.573,0.0301,0.186,7.6871,1.0135,0.1559
13.08,03:00,1.7175,1.7175,12.2907,1.7175,0.3309,0.2693,2.2207,0.0344,0.2837,12.2907,1.6205,0.2493
13.08,04:00,1.6817,1.6817,15.2491,1.6817,0.324,0.2693,2.6038,0.0336,0.3429,15.2491,2.0105,0.3093
13.08,05:00,1.6386,1.6386,14.7454,1.6386,0.3157,0.2693,2.5291,0.0328,0.3319,14.7454,1.9441,0.2991
13.08,06:00,1.9848,1.9848,12.8501,1.9848,0.3824,0.2693,2.3459,0.0397,0.3003,12.8501,1.6942,0.2607
13.08,07:00,2.0529,2.0529,11.9249,2.0529,0.3955,0.2693,2.2371,0.0411,0.2829,11.9249,1.5722,0.2419
13.08,08:00,2.2377,2.2377,11.0713,2.2377,0.4311,0.2693,2.1601,0.0448,0.2693,11.0713,1.4597,0.2246
13.08,09:00,2.3324,2.3324,10.4244,2.3324,0.4494,0.2693,2.0931,0.0466,0.2581,10.4244,1.3744,0.2114
13.08,10:00,3.2859,3.2859,10.1488,3.2859,0.6331,0.2693,2.2404,0.0657,0.2716,10.1488,1.3381,0.2059
13.08,11:00,3.8809,3.8809,9.7268,3.8809,0.7477,0.2693,2.2994,0.0776,0.2749,9.7268,1.2824,0.1973
13.08,12:00,3.7431,3.7431,9.7674,3.7431,0.7211,0.2693,2.2782,0.0749,0.273,9.7674,1.2878,0.1981
13.08,13:00,3.2961,3.2961,9.9854,3.2961,0.635,0.2693,2.2209,0.0659,0.2685,9.9854,1.3165,0.2025
13.08,14:00,2.7552,2.7552,10.4418,2.7552,0.5308,0.2693,2.1768,0.0551,0.2669,10.4418,1.3767,0.2118
13.08,15:00,2.8007,2.8007,11.192,2.8007,0.5396,0.2693,2.2845,0.056,0.283,11.192,1.4756,0.227
13.08,16:00,2.8796,2.8796,11.6636,2.8796,0.5548,0.2693,2.3619,0.0576,0.2942,11.6636,1.5378,0.2366
13.08,17:00,3.2541,3.2541,12.0917,3.2541,0.6269,0.2693,2.4905,0.0651,0.3104,12.0917,1.5942,0.2453
13.08,18:00,3.5777,3.5777,11.7921,3.5777,0.6893,0.2693,2.5133,0.0716,0.3107,11.7921,1.5547,0.2392
13.08,19:00,3.4387,3.4387,10.4379,3.4387,0.6625,0.2693,2.308,0.0688,0.2805,10.4379,1.3762,0.2117
13.08,20:00,3.094,3.094,7.4257,3.094,0.5961,0.2693,1.8444,0.0619,0.2125,7.4257,0.9791,0.1506
13.08,21:00,2.4965,2.4965,5.0399,2.4965,0.481,0.2693,1.4148,0.0499,0.1522,5.0399,0.6645,0.1022
13.08,22:00,2.1836,2.1836,4.4275,2.1836,0.4207,0.2693,1.2737,0.0437,0.1335,4.4275,0.5837,0.0898
13.08,23:00,1.9337,1.9337,4.8026,1.9337,0.3725,0.2693,1.275,0.0387,0.1361,4.8026,0.6332,0.0974
14.08,00:00,1.9057,1.9057,4.9989,1.9057,0.3672,0.2693,1.2955,0.0381,0.1395,4.9989,0.6591,0.1014
14.08,01:00,2.0089,2.0089,5.6504,2.0089,0.387,0.2693,1.4013,0.0402,0.1548,5.6504,0.745,0.1146
14.08,02:00,1.6917,1.6917,7.7854,1.6917,0.3259,0.2693,1.6217,0.0338,0.1918,7.7854,1.0265,0.1579
14.08,03:00,1.732,1.732,12.3495,1.732,0.3337,0.2693,2.2312,0.0346,0.2851,12.3495,1.6282,0.2505
14.08,04:00,1.7717,1.7717,15.3362,1.7717,0.3413,0.2693,2.6326,0.0354,0.3465,15.3362,2.022,0.3111
14.08,05:00,1.91,1.91,14.8035,1.91,0.368,0.2693,2.589,0.0382,0.3385,14.8035,1.9518,0.3003
14.08,06:00,2.2526,2.2526,12.9383,2.2526,0.434,0.2693,2.4092,0.0451,0.3075,12.9383,1.7059,0.2624
14.08,07:00,2.4257,2.4257,12.0073,2.4257,0.4673,0.2693,2.3197,0.0485,0.2921,12.0073,1.5831,0.2436
14.08,08:00,2.62,2.62,11.1603,2.62,0.5048,0.2693,2.2455,0.0524,0.2788,11.1603,1.4714,0.2264
14.08,09:00,2.6533,2.6533,10.5208,2.6533,0.5112,0.2693,2.1676,0.0531,0.2665,10.5208,1.3871,0.2134
14.08,10:00,2.975,2.975,10.256,2.975,0.5732,0.2693,2.1947,0.0595,0.2675,10.256,1.3522,0.208
14.08,11:00,3.1562,3.1562,9.846,3.1562,0.6081,0.2693,2.1755,0.0631,0.2628,9.846,1.2982,0.1997
14.08,12:00,2.6862,2.6862,9.9033,2.6862,0.5175,0.2693,2.0925,0.0537,0.2546,9.9033,1.3057,0.2009
14.08,13:00,2.4795,2.4795,10.1298,2.4795,0.4777,0.2693,2.0826,0.0496,0.2551,10.1298,1.3356,0.2055
14.08,14:00,1.9631,1.9631,10.5947,1.9631,0.3782,0.2693,2.0444,0.0393,0.2542,10.5947,1.3969,0.2149
14.08,15:00,2.3953,2.3953,11.3477,2.3953,0.4615,0.2693,2.2269,0.0479,0.2781,11.3477,1.4961,0.2302
14.08,16:00,2.5182,2.5182,11.8068,2.5182,0.4851,0.2693,2.3111,0.0504,0.2899,11.8068,1.5567,0.2395
14.08,17:00,3.1276,3.1276,12.2086,3.1276,0.6026,0.2693,2.4815,0.0626,0.3102,12.2086,1.6097,0.2476
14.08,18:00,3.5606,3.5606,11.8985,3.5606,0.686,0.2693,2.524,0.0712,0.3126,11.8985,1.5688,0.2413
14.08,19:00,3.574,3.574,10.5274,3.574,0.6886,0.2693,2.3458,0.0715,0.285,10.5274,1.388,0.2135
14.08,20:00,3.6827,3.6827,7.4908,3.6827,0.7095,0.2693,1.9664,0.0737,0.2256,7.4908,0.9876,0.1519
14.08,21:00,2.9075,2.9075,5.1251,2.9075,0.5602,0.2693,1.5052,0.0581,0.1621,5.1251,0.6757,0.104
14.08,22:00,2.5444,2.5444,3.7744,2.5444,0.4902,0.2693,1.2571,0.0509,0.1274,3.7744,0.4976,0.0766
14.08,23:00,2.3213,2.3213,4.1352,2.3213,0.4472,0.2693,1.2617,0.0464,0.1303,4.1352,0.5452,0.0839
15.08,00:00,1.8945,1.8945,4.3319,1.8945,0.365,0.2693,1.2054,0.0379,0.1258,4.3319,0.5711,0.0879
15.08,01:00,1.8366,1.8366,4.9319,1.8366,0.3538,0.2693,1.2734,0.0367,0.1368,4.9319,0.6503,0.1
15.08,02:00,1.6038,1.6038,7.0448,1.6038,0.309,0.2693,1.5071,0.0321,0.175,7.0448,0.9288,0.1429
15.08,03:00,1.6425,1.6425,11.7944,1.6425,0.3164,0.2693,2.1408,0.0328,0.2721,11.7944,1.555,0.2392
15.08,04:00,1.8926,1.8926,14.5762,1.8926,0.3646,0.2693,2.5557,0.0379,0.3335,14.5762,1.9218,0.2957
15.08,05:00,1.9665,1.9665,14.308,1.9665,0.3789,0.2693,2.5346,0.0393,0.3296,14.308,1.8864,0.2902
15.08,06:00,2.1991,2.1991,12.2605,2.1991,0.4237,0.2693,2.3095,0.044,0.2927,12.2605,1.6165,0.2487
15.08,07:00,2.2287,2.2287,11.3457,2.2287,0.4294,0.2693,2.1946,0.0446,0.2747,11.3457,1.4959,0.2301
15.08,08:00,2.6137,2.6137,10.4782,2.6137,0.5036,0.2693,2.1543,0.0523,0.2648,10.4782,1.3815,0.2125
15.08,09:00,2.9144,2.9144,9.7647,2.9144,0.5615,0.2693,2.1182,0.0583,0.2564,9.7647,1.2874,0.1981
15.08,10:00,2.96,2.96,9.4361,2.96,0.5703,0.2693,2.0837,0.0592,0.2506,9.4361,1.2441,0.1914
15.08,11:00,2.7448,2.7448,8.9684,2.7448,0.5288,0.2693,1.9805,0.0549,0.2368,8.9684,1.1824,0.1819
15.08,12:00,2.8347,2.8347,8.9278,2.8347,0.5461,0.2693,1.9925,0.0567,0.2378,8.9278,1.1771,0.1811
15.08,13:00,2.6945,2.6945,9.1008,2.6945,0.5191,0.2693,1.9883,0.0539,0.2385,9.1008,1.1999,0.1846
15.08,14:00,3.1604,3.1604,9.5197,3.1604,0.6089,0.2693,2.1333,0.0632,0.2563,9.5197,1.2551,0.1931
15.08,15:00,3.124,3.124,10.2467,3.124,0.6019,0.2693,2.2222,0.0625,0.2703,10.2467,1.351,0.2078
15.08,16:00,2.8663,2.8663,10.8115,2.8663,0.5522,0.2693,2.247,0.0573,0.2766,10.8115,1.4255,0.2193
15.08,17:00,3.4635,3.4635,11.3875,3.4635,0.6673,0.2693,2.438,0.0693,0.3003,11.3875,1.5014,0.231
15.08,18:00,3.2936,3.2936,11.1495,3.2936,0.6346,0.2693,2.3739,0.0659,0.292,11.1495,1.47,0.2262
15.08,19:00,3.0754,3.0754,9.9111,3.0754,0.5925,0.2693,2.1685,0.0615,0.2625,9.9111,1.3067,0.201
15.08,20:00,3.1619,3.1619,7.0181,3.1619,0.6092,0.2693,1.8038,0.0632,0.2056,7.0181,0.9253,0.1424
