timestamp,hour,electricity_demand_kwh,total_electricity_consumption_kwh,thermal_demand_kwh,grid_supply_kwh,cost_grid_eur,cost_grid_subscription_eur,total_cost_hour_eur,emissions_grid_kg,total_emissions_hour_kg,electric_boiler_heat_kwh,electric_boiler_electric_demand_kwh,cost_electric_boiler_eur,emissions_electric_boiler_kg
19.11,22:00,90.1929,381.8909,288.781,381.8909,17.3766,2.6929,126.9185,7.6378,7.6378,288.781,291.698,106.849,0.0
19.11,23:00,79.3005,321.8947,240.1683,321.8947,15.278,2.6929,106.8332,6.4379,6.4379,240.1683,242.5943,88.8623,0.0
20.11,00:00,70.5891,295.0897,222.2556,295.0897,13.5997,2.6929,98.5272,5.9018,5.9018,222.2556,224.5006,82.2346,0.0
20.11,01:00,63.157,297.3252,231.8265,297.3252,12.1678,2.6929,100.6365,5.9465,5.9465,231.8265,234.1682,85.7758,0.0
20.11,02:00,56.4913,331.3983,272.158,331.3983,10.8836,2.6929,114.275,6.628,6.628,272.158,274.907,100.6985,0.0
20.11,03:00,55.693,384.9211,325.9358,384.9211,10.7298,2.6929,134.019,7.6984,7.6984,325.9358,329.2281,120.5963,0.0
20.11,04:00,54.4976,438.9784,380.636,438.9784,10.4995,2.6929,154.0277,8.7796,8.7796,380.636,384.4808,140.8353,0.0
20.11,05:00,58.3051,508.3022,445.4971,508.3022,11.2331,2.6929,178.7599,10.166,10.166,445.4971,449.9971,164.8339,0.0
20.11,06:00,63.4563,561.8937,493.453,561.8937,12.2255,2.6929,197.496,11.2379,11.2379,493.453,498.4373,182.5776,0.0
20.11,07:00,70.9031,572.8012,496.8792,572.8012,13.6602,2.6929,200.1984,11.456,11.456,496.8792,501.8981,183.8453,0.0
20.11,08:00,81.2757,553.6725,467.6728,553.6725,15.6586,2.6929,191.3904,11.0734,11.0734,467.6728,472.3967,173.0389,0.0
20.11,09:00,92.8947,540.213,442.8451,540.213,17.8971,2.6929,184.4427,10.8043,10.8043,442.8451,447.3183,163.8527,0.0
20.11,10:00,109.1706,537.9866,424.5278,537.9866,21.0328,2.6929,180.801,10.7597,10.7597,424.5278,428.816,157.0753,0.0
20.11,11:00,115.37,532.2539,412.715,532.2539,22.2272,2.6929,177.6247,10.6451,10.6451,412.715,416.8838,152.7045,0.0
20.11,12:00,118.3456,528.7822,406.3323,528.7822,22.8005,2.6929,175.8363,10.5756,10.5756,406.3323,410.4367,150.3429,0.0
20.11,13:00,115.2096,526.7557,407.4306,526.7557,22.1963,2.6929,175.6385,10.5351,10.5351,407.4306,411.5461,150.7493,0.0
20.11,14:00,120.2167,538.8139,414.4112,538.8139,23.161,2.6929,179.186,10.7763,10.7763,414.4112,418.5971,153.3321,0.0
20.11,15:00,124.4536,554.065,425.3153,554.065,23.9772,2.6929,184.0368,11.0813,11.0813,425.3153,429.6114,157.3667,0.0
20.11,16:00,126.0637,568.6712,438.1814,568.6712,24.2874,2.6929,189.1075,11.3734,11.3734,438.1814,442.6075,162.1271,0.0
20.11,17:00,119.6277,571.4707,447.3246,571.4707,23.0475,2.6929,191.2505,11.4294,11.4294,447.3246,451.843,165.5101,0.0
20.11,18:00,115.0945,563.8134,444.2317,563.8134,22.1741,2.6929,189.2327,11.2763,11.2763,444.2317,448.7188,164.3657,0.0
20.11,19:00,115.2723,538.1677,418.6664,538.1677,22.2084,2.6929,179.8079,10.7634,10.7634,418.6664,422.8954,154.9066,0.0
20.11,20:00,111.7886,498.2157,382.5628,498.2157,21.5372,2.6929,165.7784,9.9643,9.9643,382.5628,386.4271,141.5482,0.0
20.11,21:00,100.8847,433.9399,329.7246,433.9399,19.4364,2.6929,144.1275,8.6788,8.6788,329.7246,333.0552,121.9981,0.0
20.11,22:00,84.6916,361.6586,274.1973,361.6586,16.3167,2.6929,120.4626,7.2332,7.2332,274.1973,276.967,101.453,0.0
20.11,23:00,74.0893,301.8338,225.467,301.8338,14.274,2.6929,100.3898,6.0367,6.0367,225.467,227.7445,83.4228,0.0
21.11,00:00,65.8512,275.0651,207.1218,275.0651,12.6869,2.6929,92.0149,5.5013,5.5013,207.1218,209.2139,76.6351,0.0
21.11,01:00,59.6675,278.6197,216.7626,278.6197,11.4955,2.6929,94.3906,5.5724,5.5724,216.7626,218.9521,80.2022,0.0
21.11,02:00,57.0299,317.5463,257.9112,317.5463,10.9874,2.6929,109.1075,6.3509,6.3509,257.9112,260.5164,95.4272,0.0
21.11,03:00,58.4195,373.8609,312.287,373.8609,11.2551,2.6929,129.4942,7.4772,7.4772,312.287,315.4414,115.5462,0.0
21.11,04:00,60.8582,432.7021,368.1255,432.7021,11.7249,2.6929,150.6243,8.654,8.654,368.1255,371.8439,136.2064,0.0
21.11,05:00,63.6221,500.0908,432.104,500.0908,12.2574,2.6929,174.8288,10.0018,10.0018,432.104,436.4687,159.8785,0.0
21.11,06:00,66.0076,549.0512,478.2132,549.0512,12.717,2.6929,192.3488,10.981,10.981,478.2132,483.0436,176.9389,0.0
21.11,07:00,67.171,551.7124,479.696,551.7124,12.9412,2.6929,193.1216,11.0342,11.0342,479.696,484.5414,177.4875,0.0
21.11,08:00,71.9829,525.4114,448.8942,525.4114,13.8682,2.6929,182.652,10.5082,10.5082,448.8942,453.4285,166.0909,0.0
21.11,09:00,73.7762,500.2086,422.168,500.2086,14.2137,2.6929,173.1088,10.0042,10.0042,422.168,426.4324,156.2022,0.0
21.11,10:00,75.0904,481.8946,402.7362,481.8946,14.4669,2.6929,166.1722,9.6379,9.6379,402.7362,406.8042,149.0124,0.0
21.11,11:00,72.0577,466.7532,390.7485,466.7532,13.8826,2.6929,161.1525,9.3351,9.3351,390.7485,394.6955,144.577,0.0
21.11,12:00,71.171,459.8169,384.7595,459.8169,13.7118,2.6929,158.7657,9.1963,9.1963,384.7595,388.6459,142.361,0.0
21.11,13:00,70.0894,460.1613,386.1712,460.1613,13.5034,2.6929,159.0797,9.2032,9.2032,386.1712,390.0719,142.8833,0.0
21.11,14:00,73.2098,470.814,393.6281,470.814,14.1046,2.6929,162.4399,9.4163,9.4163,393.6281,397.6042,145.6424,0.0
21.11,15:00,77.5143,486.8209,405.2135,486.8209,14.9339,2.6929,167.5558,9.7364,9.7364,405.2135,409.3066,149.929,0.0
21.11,16:00,83.2979,506.4943,418.9644,506.4943,16.0482,2.6929,173.7579,10.1299,10.1299,418.9644,423.1964,155.0168,0.0
21.11,17:00,90.0356,523.3487,428.98,523.3487,17.3463,2.6929,178.7618,10.467,10.467,428.98,433.3131,158.7226,0.0
21.11,18:00,92.3145,523.6714,427.0433,523.6714,17.7853,2.6929,178.4843,10.4734,10.4734,427.0433,431.3569,158.006,0.0
21.11,19:00,93.4021,499.9411,402.4736,499.9411,17.9949,2.6929,169.603,9.9988,9.9988,402.4736,406.539,148.9152,0.0
21.11,20:00,93.3541,463.5939,366.5374,463.5939,17.9856,2.6929,156.2974,9.2719,9.2719,366.5374,370.2398,135.6188,0.0
21.11,21:00,89.0518,409.5337,317.2771,409.5337,17.1567,2.6929,137.2422,8.1907,8.1907,317.2771,320.482,117.3925,0.0
21.11,22:00,78.897,344.644,263.0896,344.644,15.2003,2.6929,115.2364,6.8929,6.8929,263.0896,265.7471,97.3431,0.0
21.11,23:00,70.7609,290.7385,217.7778,290.7385,13.6328,2.6929,96.9035,5.8148,5.8148,217.7778,219.9776,80.5778,0.0
22.11,00:00,64.6536,269.5847,202.8818,269.5847,12.4562,2.6929,90.2154,5.3917,5.3917,202.8818,204.9311,75.0663,0.0
22.11,01:00,58.7418,276.2351,215.3184,276.2351,11.3172,2.6929,93.6779,5.5247,5.5247,215.3184,217.4934,79.6678,0.0
22.11,02:00,56.5887,313.7284,254.5684,313.7284,10.9024,2.6929,107.7856,6.2746,6.2746,254.5684,257.1398,94.1903,0.0
22.11,03:00,57.0939,366.5327,306.3443,366.5327,10.9997,2.6929,127.04,7.3307,7.3307,306.3443,309.4387,113.3474,0.0
22.11,04:00,59.0483,422.2955,359.6147,422.2955,11.3762,2.6929,147.1266,8.4459,8.4459,359.6147,363.2472,133.0574,0.0
22.11,05:00,62.9378,488.8101,421.6136,488.8101,12.1256,2.6929,170.8155,9.7762,9.7762,421.6136,425.8723,155.997,0.0
22.11,06:00,61.6115,533.3932,467.0639,533.3932,11.8701,2.6929,187.3766,10.6679,10.6679,467.0639,471.7817,172.8136,0.0
22.11,07:00,61.0297,535.1774,469.4062,535.1774,11.758,2.6929,188.1312,10.7035,10.7035,469.4062,474.1477,173.6803,0.0
22.11,08:00,63.3585,508.5722,440.7615,508.5722,12.2066,2.6929,177.9813,10.1714,10.1714,440.7615,445.2137,163.0818,0.0
22.11,09:00,67.3716,487.5977,416.0238,487.5977,12.9798,2.6929,169.6015,9.752,9.752,416.0238,420.226,153.9288,0.0
22.11,10:00,64.9145,466.8834,397.9493,466.8834,12.5064,2.6929,162.4406,9.3377,9.3377,397.9493,401.969,147.2412,0.0
22.11,11:00,64.7848,455.1238,386.4357,455.1238,12.4814,2.6929,158.1556,9.1025,9.1025,386.4357,390.3391,142.9812,0.0
22.11,12:00,64.831,448.9681,380.2957,448.9681,12.4903,2.6929,155.8927,8.9794,8.9794,380.2957,384.137,140.7094,0.0
22.11,13:00,67.0213,452.0726,381.2008,452.0726,12.9123,2.6929,156.6495,9.0415,9.0415,381.2008,385.0513,141.0443,0.0
22.11,14:00,73.3914,465.1786,387.8694,465.1786,14.1396,2.6929,160.3442,9.3036,9.3036,387.8694,391.7872,143.5117,0.0
22.11,15:00,83.6262,486.0846,398.4338,486.0846,16.1114,2.6929,166.2249,9.7217,9.7217,398.4338,402.4584,147.4205,0.0
22.11,16:00,93.9026,509.1436,411.0886,509.1436,18.0913,2.6929,172.887,10.1829,10.1829,411.0886,415.2411,152.1028,0.0
22.11,17:00,103.7771,528.2858,420.2636,528.2858,19.9937,2.6929,178.1841,10.5657,10.5657,420.2636,424.5087,155.4975,0.0
22.11,18:00,108.4419,530.6424,417.9785,530.6424,20.8924,2.6929,178.2374,10.6128,10.6128,417.9785,422.2005,154.652,0.0
22.11,19:00,109.0407,507.1241,394.1026,507.1241,21.0078,2.6929,169.5187,10.1425,10.1425,394.1026,398.0834,145.818,0.0
22.11,20:00,108.4467,471.766,359.6861,471.766,20.8933,2.6929,156.6701,9.4353,9.4353,359.6861,363.3193,133.0839,0.0
22.11,21:00,104.0972,422.7956,315.5115,422.7956,20.0554,2.6929,139.4875,8.4559,8.4559,315.5115,318.6984,116.7392,0.0
22.11,22:00,89.2146,356.7251,264.8354,356.7251,17.1881,2.6929,117.8701,7.1345,7.1345,264.8354,267.5105,97.9891,0.0
22.11,23:00,74.6935,301.8658,224.9006,301.8658,14.3904,2.6929,100.2966,6.0373,6.0373,224.9006,227.1724,83.2132,0.0
23.11,00:00,65.0646,282.0706,214.8359,282.0706,12.5353,2.6929,94.7176,5.6414,5.6414,214.8359,217.006,79.4893,0.0
23.11,01:00,58.0556,291.1857,230.7987,291.1857,11.185,2.6929,99.2735,5.8237,5.8237,230.7987,233.13,85.3955,0.0
23.11,02:00,53.4798,326.6987,270.4867,326.6987,10.3034,2.6929,113.0764,6.534,6.534,270.4867,273.2189,100.0801,0.0
23.11,03:00,55.0526,381.7619,323.4422,381.7619,10.6064,2.6929,132.973,7.6352,7.6352,323.4422,326.7092,119.6736,0.0
23.11,04:00,58.4444,440.2147,377.9526,440.2147,11.2599,2.6929,153.7953,8.8043,8.8043,377.9526,381.7703,139.8425,0.0
23.11,05:00,62.2539,509.294,442.5697,509.294,11.9938,2.6929,178.4375,10.1859,10.1859,442.5697,447.0401,163.7508,0.0
23.11,06:00,64.535,560.2476,490.7554,560.2476,12.4333,2.6929,196.7058,11.205,11.205,490.7554,495.7126,181.5795,0.0
23.11,07:00,65.5008,565.1103,494.6134,565.1103,12.6194,2.6929,198.3193,11.3022,11.3022,494.6134,499.6095,183.007,0.0
23.11,08:00,70.0377,541.0699,466.3219,541.0699,13.4935,2.6929,188.7255,10.8214,10.8214,466.3219,471.0322,172.5391,0.0
23.11,09:00,74.7787,520.828,441.5888,520.828,14.4069,2.6929,180.4876,10.4166,10.4166,441.5888,446.0493,163.3879,0.0
23.11,10:00,75.435,502.9025,423.1928,502.9025,14.5333,2.6929,173.8076,10.0581,10.0581,423.1928,427.4675,156.5813,0.0
23.11,11:00,74.8906,489.9818,410.9403,489.9818,14.4284,2.6929,169.1692,9.7996,9.7996,410.9403,415.0912,152.0479,0.0
23.11,12:00,73.8784,482.7804,404.813,482.7804,14.2334,2.6929,166.7071,9.6556,9.6556,404.813,408.902,149.7808,0.0
23.11,13:00,74.2158,484.3524,406.0353,484.3524,14.2984,2.6929,167.2244,9.687,9.687,406.0353,410.1367,150.2331,0.0
23.11,14:00,78.3929,495.8006,413.2337,495.8006,15.1032,2.6929,170.6926,9.916,9.916,413.2337,417.4078,152.8965,0.0
23.11,15:00,85.0929,513.3082,423.9331,513.3082,16.394,2.6929,175.9422,10.2662,10.2662,423.9331,428.2152,156.8552,0.0
23.11,16:00,89.9319,531.5708,437.2225,531.5708,17.3263,2.6929,181.7915,10.6314,10.6314,437.2225,441.6389,161.7723,0.0
23.11,17:00,99.1705,550.2908,446.6091,550.2908,19.1062,2.6929,187.0445,11.0058,11.0058,446.6091,451.1203,165.2454,0.0
23.11,18:00,101.8424,550.5156,444.1864,550.5156,19.621,2.6929,186.6629,11.0103,11.0103,444.1864,448.6732,164.349,0.0
23.11,19:00,103.1042,525.9238,418.5914,525.9238,19.8641,2.6929,177.4358,10.5185,10.5185,418.5914,422.8196,154.8788,0.0
23.11,20:00,102.1809,488.619,382.5737,488.619,19.6862,2.6929,163.9314,9.7724,9.7724,382.5737,386.4381,141.5523,0.0
23.11,21:00,99.4228,438.8037,335.9871,438.8037,19.1548,2.6929,146.163,8.7761,8.7761,335.9871,339.3809,124.3152,0.0
23.11,22:00,86.6052,371.9124,282.4542,371.9124,16.6854,2.6929,123.8863,7.4382,7.4382,282.4542,285.3072,104.508,0.0
23.11,23:00,73.4949,315.4782,239.5635,315.4782,14.1595,2.6929,105.4909,6.3096,6.3096,239.5635,241.9833,88.6385,0.0
24.11,00:00,63.5665,294.7359,228.8577,294.7359,12.2467,2.6929,99.617,5.8947,5.8947,228.8577,231.1694,84.6774,0.0
24.11,01:00,57.45,303.4219,243.5122,303.4219,11.0683,2.6929,103.8607,6.0684,6.0684,243.5122,245.9719,90.0995,0.0
24.11,02:00,53.5409,337.6594,281.2773,337.6594,10.3152,2.6929,117.0807,6.7532,6.7532,281.2773,284.1185,104.0726,0.0
24.11,03:00,53.1526,392.6016,336.0545,392.6016,10.2404,2.6929,137.2735,7.852,7.852,336.0545,339.449,124.3402,0.0
24.11,04:00,56.4327,451.1186,390.739,451.1186,10.8723,2.6929,158.1387,9.0224,9.0224,390.739,394.6859,144.5734,0.0
24.11,05:00,59.7674,520.8519,456.4736,520.8519,11.5148,2.6929,183.103,10.417,10.417,456.4736,461.0845,168.8952,0.0
24.11,06:00,61.3439,572.6037,506.1472,572.6037,11.8185,2.6929,201.7859,11.4521,11.4521,506.1472,511.2598,187.2745,0.0
24.11,07:00,62.2601,580.9275,513.4807,580.9275,11.995,2.6929,204.6758,11.6185,11.6185,513.4807,518.6674,189.9879,0.0
24.11,08:00,65.6558,554.2581,483.7163,554.2581,12.6492,2.6929,194.3172,11.0852,11.0852,483.7163,488.6023,178.975,0.0
24.11,09:00,68.8279,532.7692,459.3019,532.7692,13.2604,2.6929,185.895,10.6554,10.6554,459.3019,463.9413,169.9417,0.0
24.11,10:00,69.3686,514.5445,440.7242,514.5445,13.3646,2.6929,179.1254,10.2909,10.2909,440.7242,445.1759,163.0679,0.0
24.11,11:00,66.5137,501.0997,430.2402,501.0997,12.8145,2.6929,174.6963,10.022,10.022,430.2402,434.586,159.1889,0.0
24.11,12:00,66.7035,494.2935,423.3141,494.2935,12.8511,2.6929,172.1702,9.8859,9.8859,423.3141,427.59,156.6262,0.0
24.11,13:00,67.1003,498.0778,426.6677,498.0778,12.9275,2.6929,173.4875,9.9616,9.9616,426.6677,430.9775,157.8671,0.0
24.11,14:00,71.5434,510.9984,435.0605,510.9984,13.7835,2.6929,177.4489,10.22,10.22,435.0605,439.455,160.9724,0.0
24.11,15:00,79.4023,531.2798,447.3587,531.2798,15.2977,2.6929,183.5133,10.6256,10.6256,447.3587,451.8775,165.5227,0.0
24.11,16:00,88.801,551.9415,458.5091,551.9415,17.1084,2.6929,189.4497,11.0388,11.0388,458.5091,463.1405,169.6483,0.0
24.11,17:00,95.6854,566.3582,465.966,566.3582,18.4348,2.6929,193.5351,11.3272,11.3272,465.966,470.6728,172.4074,0.0
24.11,18:00,98.311,564.374,461.4024,564.374,18.9406,2.6929,192.3524,11.2875,11.2875,461.4024,466.063,170.7189,0.0
24.11,19:00,100.6647,539.0855,434.0365,539.0855,19.3941,2.6929,182.6805,10.7817,10.7817,434.0365,438.4208,160.5935,0.0
24.11,20:00,101.3713,502.0924,396.7139,502.0924,19.5302,2.6929,169.0072,10.0418,10.0418,396.7139,400.7211,146.7841,0.0
24.11,21:00,97.1005,448.9508,348.3318,448.9508,18.7074,2.6929,150.2831,8.979,8.979,348.3318,351.8503,128.8828,0.0
24.11,22:00,83.574,380.7658,294.2199,380.7658,16.1014,2.6929,127.6556,7.6153,7.6153,294.2199,297.1918,108.8614,0.0
24.11,23:00,72.2305,325.4407,250.6781,325.4407,13.9159,2.6929,109.3597,6.5088,6.5088,250.6781,253.2102,92.7509,0.0
25.11,00:00,64.1702,307.2091,240.6085,307.2091,12.363,2.6929,104.0811,6.1442,6.1442,240.6085,243.0389,89.0251,0.0
25.11,01:00,59.1329,318.8635,257.1333,318.8635,11.3925,2.6929,109.2248,6.3773,6.3773,257.1333,259.7306,95.1393,0.0
25.11,02:00,54.9327,356.3493,298.4024,356.3493,10.5833,2.6929,123.6852,7.127,7.127,298.4024,301.4166,110.4089,0.0
25.11,03:00,54.9292,411.1956,352.7038,411.1956,10.5827,2.6929,143.776,8.2239,8.2239,352.7038,356.2664,130.5004,0.0
25.11,04:00,57.7655,469.6848,407.8001,469.6848,11.1291,2.6929,164.7081,9.3937,9.3937,407.8001,411.9193,150.886,0.0
25.11,05:00,60.3261,535.3231,470.247,535.3231,11.6224,2.6929,188.3067,10.7065,10.7065,470.247,474.997,173.9914,0.0
25.11,06:00,61.4366,582.5494,515.9017,582.5494,11.8364,2.6929,205.4129,11.651,11.651,515.9017,521.1128,190.8836,0.0
25.11,07:00,60.5725,584.9247,519.1086,584.9247,11.6699,2.6929,206.433,11.6985,11.6985,519.1086,524.3522,192.0702,0.0
25.11,08:00,63.6428,559.3175,490.7179,559.3175,12.2614,2.6929,196.52,11.1863,11.1863,490.7179,495.6746,181.5656,0.0
25.11,09:00,66.8989,538.0458,466.4354,538.0458,12.8887,2.6929,188.1628,10.7609,10.7609,466.4354,471.1469,172.5811,0.0
25.11,10:00,66.5371,519.8266,448.7567,519.8266,12.819,2.6929,181.5519,10.3965,10.3965,448.7567,453.2895,166.04,0.0
25.11,11:00,62.342,504.2718,437.5105,504.2718,12.0108,2.6929,176.5826,10.0854,10.0854,437.5105,441.9298,161.8789,0.0
25.11,12:00,63.2667,499.3657,431.738,499.3657,12.189,2.6929,174.625,9.9873,9.9873,431.738,436.099,159.7431,0.0
25.11,13:00,65.0297,504.0007,434.5814,504.0007,12.5286,2.6929,176.0166,10.08,10.08,434.5814,438.9711,160.7951,0.0
25.11,14:00,67.654,514.9391,442.8122,514.9391,13.0342,2.6929,179.5677,10.2988,10.2988,442.8122,447.2851,163.8405,0.0
25.11,15:00,72.5166,531.8771,454.7669,531.8771,13.971,2.6929,184.9277,10.6375,10.6375,454.7669,459.3605,168.2638,0.0
25.11,16:00,82.9141,555.6546,468.0131,555.6546,15.9742,2.6929,191.832,11.1131,11.1131,468.0131,472.7405,173.1649,0.0
25.11,17:00,89.9849,572.0223,477.217,572.0223,17.3365,2.6929,196.5997,11.4404,11.4404,477.217,482.0374,176.5703,0.0
25.11,18:00,95.9163,574.5019,473.7997,574.5019,18.4792,2.6929,196.478,11.49,11.49,473.7997,478.5855,175.3059,0.0
25.11,19:00,96.2502,547.0013,446.2435,547.0013,18.5436,2.6929,186.3466,10.94,10.94,446.2435,450.7511,165.1101,0.0
25.11,20:00,97.8441,511.0465,409.0703,511.0465,18.8506,2.6929,172.8996,10.2209,10.2209,409.0703,413.2023,151.356,0.0
25.11,21:00,95.1574,458.8969,360.1021,458.8969,18.333,2.6929,154.2637,9.1779,9.1779,360.1021,363.7395,133.2378,0.0
25.11,22:00,87.5189,396.0061,305.4023,396.0061,16.8614,2.6929,132.5532,7.9201,7.9201,305.4023,308.4871,112.9988,0.0
25.11,23:00,76.1747,339.923,261.1108,339.923,14.6758,2.6929,113.9797,6.7985,6.7985,261.1108,263.7483,96.611,0.0
26.11,00:00,67.5557,319.568,249.4923,319.568,13.0153,2.6929,108.0203,6.3914,6.3914,249.4923,252.0124,92.3121,0.0
26.11,01:00,62.1727,329.5006,264.6547,329.5006,11.9782,2.6929,112.5933,6.59,6.59,264.6547,267.3279,97.9222,0.0
26.11,02:00,58.9332,368.6224,306.5923,368.6224,11.3541,2.6929,127.4861,7.3724,7.3724,306.5923,309.6892,113.4392,0.0
26.11,03:00,57.1389,424.2705,363.4603,424.2705,11.0084,2.6929,148.1816,8.4854,8.4854,363.4603,367.1316,134.4803,0.0
26.11,04:00,58.1663,482.6011,420.1904,482.6011,11.2063,2.6929,169.3697,9.652,9.652,420.1904,424.4347,155.4704,0.0
26.11,05:00,63.0909,557.6571,489.6205,557.6571,12.1551,2.6929,196.0076,11.1531,11.1531,489.6205,494.5662,181.1596,0.0
26.11,06:00,68.664,616.2984,542.158,616.2984,13.2288,2.6929,216.5202,12.326,12.326,542.158,547.6344,200.5985,0.0
26.11,07:00,76.032,629.0557,547.4935,629.0557,14.6483,2.6929,219.9138,12.5811,12.5811,547.4935,553.0237,202.5726,0.0
26.11,08:00,85.5101,607.9939,517.259,607.9939,16.4744,2.6929,210.5531,12.1599,12.1599,517.259,522.4838,191.3858,0.0
26.11,09:00,96.147,593.4077,492.2881,593.4077,18.5237,2.6929,203.3632,11.8682,11.8682,492.2881,497.2607,182.1466,0.0
26.11,10:00,106.5844,585.2808,473.9095,585.2808,20.5345,2.6929,198.574,11.7056,11.7056,473.9095,478.6965,175.3465,0.0
26.11,11:00,109.8147,576.312,461.8324,576.312,21.1569,2.6929,194.7278,11.5262,11.5262,461.8324,466.4974,170.878,0.0
26.11,12:00,105.6434,565.3854,455.1446,565.3854,20.3533,2.6929,191.4497,11.3077,11.3077,455.1446,459.742,168.4035,0.0
26.11,13:00,106.2001,567.781,456.965,567.781,20.4605,2.6929,192.2305,11.3556,11.3556,456.965,461.5809,169.0771,0.0
26.11,14:00,105.5495,574.9535,464.7099,574.9535,20.3352,2.6929,194.9708,11.4991,11.4991,464.7099,469.4039,171.9427,0.0
26.11,15:00,104.9458,586.1823,476.4242,586.1823,20.2189,2.6929,199.1887,11.7236,11.7236,476.4242,481.2366,176.277,0.0
26.11,16:00,100.7415,595.3576,489.6699,595.3576,19.4089,2.6929,203.2796,11.9072,11.9072,489.6699,494.616,181.1779,0.0
26.11,17:00,99.4477,603.2652,498.7793,603.2652,19.1596,2.6929,206.4009,12.0653,12.0653,498.7793,503.8175,184.5483,0.0
26.11,18:00,98.2011,597.1987,494.0076,597.1987,18.9194,2.6929,204.3952,11.944,11.944,494.0076,498.9975,182.7828,0.0
26.11,19:00,100.9647,571.269,465.6013,571.269,19.4519,2.6929,194.4172,11.4254,11.4254,465.6013,470.3043,172.2725,0.0
26.11,20:00,97.8041,528.9408,426.8253,528.9408,18.8429,2.6929,179.4612,10.5788,10.5788,426.8253,431.1367,157.9254,0.0
26.11,21:00,88.8653,469.7555,377.0813,469.7555,17.1208,2.6929,159.3338,9.3951,9.3951,377.0813,380.8902,139.5201,0.0
26.11,22:00,79.7111,403.3586,320.4111,403.3586,15.3571,2.6929,136.6021,8.0672,8.0672,320.4111,323.6475,118.5521,0.0
26.11,23:00,71.6089,350.6874,276.2877,350.6874,13.7962,2.6929,118.7155,7.0137,7.0137,276.2877,279.0785,102.2264,0.0
27.11,00:00,64.1153,332.2756,265.4787,332.2756,12.3524,2.6929,113.2725,6.6455,6.6455,265.4787,268.1603,98.2271,0.0
27.11,01:00,54.6943,340.0389,282.4912,340.0389,10.5374,2.6929,117.7521,6.8008,6.8008,282.4912,285.3447,104.5217,0.0
27.11,02:00,51.4482,380.2848,325.5481,380.2848,9.912,2.6929,133.0578,7.6057,7.6057,325.5481,328.8365,120.4528,0.0
27.11,03:00,48.6543,437.6086,385.0647,437.6086,9.3737,2.6929,154.5406,8.7522,8.7522,385.0647,388.9543,142.4739,0.0
27.11,04:00,49.2474,497.2065,443.4796,497.2065,9.488,2.6929,176.2684,9.9441,9.9441,443.4796,447.9592,164.0874,0.0
27.11,05:00,51.062,572.6476,516.3697,572.6476,9.8376,2.6929,203.5873,11.453,11.453,516.3697,521.5856,191.0568,0.0
27.11,06:00,57.1253,634.3707,571.4729,634.3707,11.0058,2.6929,225.1437,12.6874,12.6874,571.4729,577.2454,211.445,0.0
27.11,07:00,62.7801,647.0124,578.3899,647.0124,12.0952,2.6929,228.7924,12.9402,12.9402,578.3899,584.2322,214.0043,0.0
27.11,08:00,72.504,625.6062,547.5712,625.6062,13.9686,2.6929,219.2629,12.5121,12.5121,547.5712,553.1022,202.6013,0.0
27.11,09:00,84.272,612.1713,522.6203,612.1713,16.2358,2.6929,212.2983,12.2434,12.2434,522.6203,527.8993,193.3695,0.0
27.11,10:00,95.9243,604.526,503.5157,604.526,18.4808,2.6929,207.4745,12.0905,12.0905,503.5157,508.6017,186.3008,0.0
27.11,11:00,104.5739,600.2239,490.6934,600.2239,20.1472,2.6929,204.3967,12.0045,12.0045,490.6934,495.6499,181.5566,0.0
27.11,12:00,105.1558,593.3151,483.2777,593.3151,20.2593,2.6929,201.765,11.8663,11.8663,483.2777,488.1593,178.8128,0.0
27.11,13:00,110.4354,600.2187,484.8854,600.2187,21.2765,2.6929,203.377,12.0044,12.0044,484.8854,489.7833,179.4076,0.0
27.11,14:00,115.0624,612.5514,492.5142,612.5514,22.1679,2.6929,207.0911,12.251,12.251,492.5142,497.4891,182.2302,0.0
27.11,15:00,120.1982,629.6623,504.3695,629.6623,23.1574,2.6929,212.467,12.5932,12.5932,504.3695,509.4641,186.6167,0.0
27.11,16:00,116.9754,639.9135,517.7088,639.9135,22.5365,2.6929,216.7816,12.7983,12.7983,517.7088,522.9381,191.5522,0.0
27.11,17:00,120.9975,652.9999,526.6825,652.9999,23.3114,2.6929,220.8768,13.06,13.06,526.6825,532.0025,194.8725,0.0
27.11,18:00,114.4856,640.8471,521.0978,640.8471,22.0568,2.6929,217.5559,12.8169,12.8169,521.0978,526.3614,192.8062,0.0
27.11,19:00,112.8009,608.7147,490.9546,608.7147,21.7322,2.6929,206.0784,12.1743,12.1743,490.9546,495.9138,181.6532,0.0
27.11,20:00,105.6016,560.3878,450.2384,560.3878,20.3452,2.6929,189.6263,11.2078,11.2078,450.2384,454.7863,166.5882,0.0
27.11,21:00,95.1698,495.039,395.8705,495.039,18.3354,2.6929,167.5004,9.9008,9.9008,395.8705,399.8692,146.4721,0.0
27.11,22:00,78.668,417.9954,335.9341,417.9954,15.1562,2.6929,142.1447,8.3599,8.3599,335.9341,339.3274,124.2956,0.0
27.11,23:00,69.4792,359.9857,287.6014,359.9857,13.3859,2.6929,122.4913,7.1997,7.1997,287.6014,290.5065,106.4125,0.0
28.11,00:00,58.4354,334.3451,273.1507,334.3451,11.2582,2.6929,115.0168,6.6869,6.6869,273.1507,275.9098,101.0658,0.0
