N_PV_hh,E_BESS_cap_kwh,annual_cost_total_eur,annual_emissions_total_kg,E_TESS_cap_kwh
28,0.12,2473.79,717.16,0.0
21,0.1,2680.78,603.7,0.0
39,0.0,2113.21,900.85,0.0
16,0.01,2815.0,525.69,0.0
18,0.07,2766.98,556.38,0.0
16,0.07,2828.85,525.38,0.0
37,0.04,2181.55,867.1,0.0
18,0.13,2780.13,556.11,0.0
16,0.07,2828.85,525.38,0.0
6,0.02,3130.79,388.82,0.0
10,0.07,3013.07,438.02,0.0
13,0.13,2934.49,480.05,0.0
21,0.03,2665.96,604.03,0.0
32,0.11,2349.43,783.38,0.0
33,0.13,2323.8,799.86,0.0
4,0.02,3678.11,322.93,38.65
19,0.02,2724.43,572.38,0.0
5,0.01,3160.84,379.37,0.0
5,0.0,3637.71,331.59,38.86
28,0.03,2452.72,717.68,0.0
