N_PV_hh,E_BESS_cap_kwh,annual_cost_total_eur,annual_emissions_total_kg,E_TESS_cap_kwh
14,0.09,35859.67,3085.28,39.86
7,0.88,39259.08,2844.61,39.93
16,0.0,35023.48,3192.8,38.97
7,1.14,39621.66,2839.41,39.96
17,0.0,34702.17,3269.61,36.68
11,0.0,31427.86,3442.75,0.0
9,0.0,32045.57,3385.56,0.0
7,3.38,42346.73,2810.42,39.99
9,8.91,47059.47,2774.72,39.99
7,0.0,37859.69,2869.15,39.79
8,0.08,37700.39,2879.42,39.86
7,2.15,40909.1,2824.3,39.96
7,0.41,38570.68,2853.72,39.98
8,5.92,44892.61,2784.8,39.99
9,0.0,37215.35,2905.6,39.9
13,0.0,35955.88,3048.44,39.77
7,0.59,38845.71,2849.43,40.0
7,0.43,38606.12,2852.96,40.0
11,0.14,31723.16,3436.54,0.0
7,1.56,40160.85,2832.13,39.99
7,2.74,41619.33,2816.91,39.99
7,0.18,38195.96,2859.8,40.0
28,0.03,26354.61,4279.88,0.0
8,4.76,43872.84,2795.02,40.0
9,10.19,47769.6,2772.67,39.96
11,0.05,36699.76,2965.31,40.0
9,8.03,46517.41,2777.16,39.98
9,0.0,37216.09,2904.74,39.97
14,0.0,35650.54,3088.29,40.0
7,0.64,38912.37,2848.48,40.0
7,1.61,40235.86,2831.33,39.99
23,0.04,27888.47,3997.48,0.0
7,3.52,42505.19,2809.31,39.99
7,2.55,41385.0,2819.01,40.0
7,3.26,42213.49,2812.8,39.91
16,0.0,35020.53,3196.78,38.66
7,2.24,41019.32,2823.04,39.97
7,2.55,41383.73,2820.33,39.91
32,0.01,25096.82,4515.83,0.0
10,0.13,32023.08,3406.06,0.0
19,0.06,29149.79,3785.03,0.0
13,0.0,35953.66,3054.26,39.33
35,0.05,24279.56,4693.88,0.0
14,0.12,35917.74,3083.46,39.9
